alice_gain,bob_gain,message,player,round,decision
6000.0,4000.0,Let's split fairly!,Alice,1,
,,,Bob,1,reject
4000.0,6000.0,"I appreciate the offer Alice, but I think a 60/40 split is more reflective of the situation.",Bob,2,
,,,Alice,2,reject
5800.0,4200.0,Meet me in the middle?,Alice,3,
,,,Bob,3,reject
3500.0,6500.0,"The clock is ticking, Alice. This is my final offer.",Bob,4,
,,,Alice,4,reject
5600.0,4400.0,Still room for compromise,Alice,5,
,,,Bob,5,reject
3000.0,7000.0,"This is it, Alice. Take it or leave it.",Bob,6,
,,,Alice,6,accept
