alice_gain,bob_gain,message,player,round,decision
6000.0,4000.0,Let's split fairly!,Alice,1,
,,,Bob,1,reject
4500.0,5500.0,I'm aiming for a more balanced split this time.  Let's try to reach an agreement quickly.,Bob,2,
,,,Alice,2,reject
5800.0,4200.0,Meet me in the middle?,Alice,3,
,,,Bob,3,reject
4800.0,5200.0,Time is ticking and the value is decreasing. This is a fair deal.,Bob,4,
,,,Alice,4,reject
5600.0,4400.0,"Come on, let's compromise!",Alice,5,
,,,Bob,5,reject
5000.0,5000.0,This is my final offer. A perfectly even split. Take it or leave it - we both lose if this goes on.,Bob,6,
,,,Alice,6,accept
