alice_gain,bob_gain,message,player,round,decision
600000.0,400000.0,"Let's be reasonable, 60-40 is a good start",Alice,1,
,,,Bob,1,reject
450000.0,550000.0,Let's try a bit more in my favor,Bob,2,
,,,Alice,2,reject
580000.0,420000.0,Meet me in the middle of our previous offers,Alice,3,
,,,Bob,3,reject
480000.0,520000.0,"Still willing to compromise, but need a bit more",Bob,4,
,,,Alice,4,reject
570000.0,430000.0,"Getting closer, let's settle",Alice,5,
,,,Bob,5,reject
490000.0,510000.0,"Come on, meet me halfway",Bob,6,
,,,Alice,6,reject
560000.0,440000.0,My patience is wearing thin,Alice,7,
,,,Bob,7,accept
