round_quality,product_worth,player,round,decision,message
low-quality,0.0,Nature,1,,
,,Alice,1,no,
,,the buyer,1,no,"Since Alice does not recommend buying the product and no products have been sold yet to establish a sales record, I will trust her recommendation and pass on this product."
high-quality,300.0,Nature,2,,
,,Alice,2,yes,
,,the buyer,2,yes,I'll take my chances since there's an 80% chance of it being high quality and no previous sales to base my decision on.
high-quality,300.0,Nature,3,,
,,Alice,3,yes,
,,the buyer,3,yes,I'll take my chances since the recommendation rate is high and the only product sold so far was high-quality.
high-quality,300.0,Nature,4,,
,,Alice,4,yes,
,,the buyer,4,yes,I'll take my chances since 2 out of 2 products sold so far have been high-quality and Alice recommends buying this one.
low-quality,0.0,Nature,5,,
,,Alice,5,no,
,,the buyer,5,no,"Based on your recommendation, I've decided not to buy the product."
high-quality,300.0,Nature,6,,
,,Alice,6,yes,
,,the buyer,6,yes,I'll take my chances since Alice's previous recommendations resulted in 3 high-quality products and she recommends this one as well.
high-quality,300.0,Nature,7,,
,,Alice,7,yes,
,,the buyer,7,yes,I'll take my chances since all the previous products sold were high-quality and Alice recommends buying this one.
high-quality,300.0,Nature,8,,
,,Alice,8,yes,
,,the buyer,8,yes,I'll take my chances since Alice's previous recommendations resulted in all high-quality products.
high-quality,300.0,Nature,9,,
,,Alice,9,yes,
,,the buyer,9,yes,I'll take my chances since all previous products sold were high-quality and Alice recommends this one.
high-quality,300.0,Nature,10,,
,,Alice,10,yes,
,,the buyer,10,yes,I'll take my chances since all previous products sold were high-quality and Alice recommends buying this one.
high-quality,300.0,Nature,11,,
,,Alice,11,yes,
,,the buyer,11,yes,I'll take my chances since the statistics show 100% of the products sold so far have been high-quality and your recommendation suggests this one is likely high-quality as well.
high-quality,300.0,Nature,12,,
,,Alice,12,yes,
,,the buyer,12,yes,I'll take my chances since Alice's past recommendations have all resulted in high-quality products.
high-quality,300.0,Nature,13,,
,,Alice,13,yes,
,,the buyer,13,yes,"I'll take my chances since your previous recommendations resulted in 10 high-quality products sold, and you recommend me to buy this one."
high-quality,300.0,Nature,14,,
,,Alice,14,yes,
,,the buyer,14,yes,I'll trust your recommendation since all 11 previous buyers received high-quality products.
high-quality,300.0,Nature,15,,
,,Alice,15,yes,
,,the buyer,15,yes,I'll take my chances since all 12 previous buyers received high-quality products and you're recommending this one.
high-quality,300.0,Nature,16,,
,,Alice,16,yes,
,,the buyer,16,yes,I'll take my chances since all 13 previous buyers received high-quality products and you're recommending this one.
high-quality,300.0,Nature,17,,
,,Alice,17,yes,
,,the buyer,17,yes,I'll take my chances since all 14 previous buyers received high-quality products and you recommend I buy it.
high-quality,300.0,Nature,18,,
,,Alice,18,yes,
,,the buyer,18,yes,I'll take my chances since all 15 previous buyers got high-quality products and you recommend I buy it.
high-quality,300.0,Nature,19,,
,,Alice,19,yes,
,,the buyer,19,yes,I'll take my chances since all 16 previous buyers received high-quality products and Alice recommends this one.
high-quality,300.0,Nature,20,,
,,Alice,20,yes,
,,the buyer,20,yes,I'll take my chances since all 17 previous buyers received high-quality products and you're recommending it.
