round_quality,product_worth,player,round,decision,message
high-quality,40000.0,Nature,1,,
,,Alice,1,yes,
,,Bob,1,yes,"Thank you for your recommendation, Alice. I will take the risk and buy the product."
high-quality,40000.0,Nature,2,,
,,Alice,2,yes,
,,Bob,2,yes,"Based on the previous positive outcome, I trust the recommendation and will buy the product again."
high-quality,40000.0,Nature,3,,
,,Alice,3,yes,
,,Bob,3,yes,I am confident in Alice's recommendations and will purchase the product once more.
high-quality,40000.0,Nature,4,,
,,Alice,4,yes,
,,Bob,4,yes,"Continuing with the trend, I will buy the product as recommended by Alice."
high-quality,40000.0,Nature,5,,
,,Alice,5,yes,
,,Bob,5,yes,I am sticking with Alice's advice and purchasing the product.
high-quality,40000.0,Nature,6,,
,,Alice,6,yes,
,,Bob,6,yes,I trust Alice's judgment and will buy the product as suggested.
high-quality,40000.0,Nature,7,,
,,Alice,7,yes,
,,Bob,7,yes,I am following Alice's guidance and purchasing the product.
high-quality,40000.0,Nature,8,,
,,Alice,8,yes,
,,Bob,8,yes,I am consistently buying the product based on Alice's recommendations.
high-quality,40000.0,Nature,9,,
,,Alice,9,yes,
,,Bob,9,yes,I am continuing to follow Alice's advice and purchase the product.
high-quality,40000.0,Nature,10,,
,,Alice,10,yes,
,,Bob,10,yes,I am trusting Alice's recommendations and buying the product.
high-quality,40000.0,Nature,11,,
,,Alice,11,yes,
,,Bob,11,yes,I am following Alice's advice and purchasing the product.
high-quality,40000.0,Nature,12,,
,,Alice,12,yes,
,,Bob,12,yes,I am committed to Alice's recommendations and will buy the product.
high-quality,40000.0,Nature,13,,
,,Alice,13,yes,
,,Bob,13,yes,I am adhering to Alice's advice and purchasing the product.
high-quality,40000.0,Nature,14,,
,,Alice,14,yes,
,,Bob,14,yes,I am following Alice's guidance and buying the product.
high-quality,40000.0,Nature,15,,
,,Alice,15,yes,
,,Bob,15,yes,I am consistently buying the product based on Alice's recommendations.
high-quality,40000.0,Nature,16,,
,,Alice,16,yes,
,,Bob,16,yes,I am trusting Alice's advice and purchasing the product.
high-quality,40000.0,Nature,17,,
,,Alice,17,yes,
,,Bob,17,yes,I am following Alice's recommendations and buying the product.
high-quality,40000.0,Nature,18,,
,,Alice,18,yes,
,,Bob,18,yes,I am committed to Alice's advice and purchasing the product.
high-quality,40000.0,Nature,19,,
,,Alice,19,yes,
,,Bob,19,yes,I am following Alice's guidance and buying the product.
high-quality,40000.0,Nature,20,,
,,Alice,20,yes,
,,Bob,20,yes,I am trusting Alice's advice and purchasing the product.
