alice_gain,bob_gain,message,player,round,decision
6000.0,4000.0,"Let's start with a fair split, and we can adjust as needed",Alice,1,
,,,Bob,1,reject
5000.0,5000.0,"Let's meet in the middle, and see if we can find a better deal",Bob,2,
,,,Alice,2,reject
5500.0,4500.0,"I'm willing to compromise, but I want a slightly better deal",Alice,3,
,,,Bob,3,reject
4800.0,5200.0,"I'm willing to give you a bit more, but I think I deserve a slight edge",Bob,4,
,,,Alice,4,reject
5200.0,4800.0,"I'm willing to give you a bit more, but I think I deserve a slight edge",Alice,5,
,,,Bob,5,accept
