alice_gain,bob_gain,message,player,round,decision
5000.0,5000.0,"Let's split it 50/50, a fair start!",Alice,1,
,,,Bob,1,reject
4000.0,6000.0,"I'll give you a slightly better deal, but still a good start!",Bob,2,
,,,Alice,2,reject
5500.0,4500.0,"I'll give you a slightly better deal, but I think I deserve a bit more",Alice,3,
,,,Bob,3,reject
4800.0,5200.0,"I'll give you a bit more, but I'm not giving away too much yet!",Bob,4,
,,,Alice,4,reject
5200.0,4800.0,"I'll meet you halfway, but I think I deserve a bit more",Alice,5,
,,,Bob,5,reject
4600.0,5400.0,"I'll give you a bit more, but I'm not giving up yet!",Bob,6,
,,,Alice,6,reject
5000.0,5000.0,"Let's make a deal, I'll meet you halfway and split it 50/50",Alice,7,
,,,Bob,7,accept
