alice_gain,bob_gain,message,player,round,decision
6000.0,4000.0,"Let's start with a fair split, Bob.  What do you think?",Alice,1,
,,,Bob,1,reject
4500.0,5500.0,"Let's try a bit more in my favor, considering the inflation",Bob,2,
,,,Alice,2,reject
5500.0,4500.0,"I'm willing to compromise, Bob. Let's meet in the middle this time.",Alice,3,
,,,Bob,3,reject
4200.0,5800.0,"Considering the inflation is hitting me harder, I'll take a bit more. Last chance before it gets worse!",Bob,4,
,,,Alice,4,reject
5000.0,5000.0,"Bob, let's split it evenly. The inflation is hurting us both, and we're not getting any closer.  It's a fair deal.",Alice,5,
,,,Bob,5,accept
