alice_gain,bob_gain,message,player,round,decision
50.0,50.0,"Let's split it evenly, Bob. Fair is fair!",Alice,1,
,,,Bob,1,reject
40.0,60.0,"I think I deserve a bit more, don't you?",Bob,2,
,,,Alice,2,reject
55.0,45.0,"Let's try to be fair, Bob. I'm willing to give you a little more, but I'm not giving you the majority.",Alice,3,
,,,Bob,3,reject
42.0,58.0,"I'm willing to compromise, but I still think I deserve the bigger share.",Bob,4,
,,,Alice,4,reject
50.0,50.0,"Let's split it evenly again. We're both losing money with each round, and this is the most we can both get.",Alice,5,
,,,Bob,5,accept
